id,name,abv,ibu,target_fg,target_og,ebc,srm,ph,attenuation_level,volume,boil_volume,method,ingredients,food_pairing
273,Prototype Double IPA,8.5,60.0,1007.0,1073.0,15.0,8.0,4.2,90.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 18, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 4.92, 'unit': 'kilograms'}}, {'name': 'Maris Otter', 'amount': {'value': 0.72, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Simcoe', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Mosaic', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 66, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Mosaic', 'amount': {'value': 66, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 66, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Hot Wings And Blue Cheese Dip', 'Black Pudding Burger', 'Sticky Toffee Pudding And Salted Caramel Ice Cream']"
274,Prototype Black Rye IPA,6.5,70.0,1012.0,1060.0,135.0,69.0,4.5,80.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 4.08, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.36, 'unit': 'kilograms'}}, {'name': 'Light Crystal', 'amount': {'value': 0.18, 'unit': 'kilograms'}}, {'name': 'Chocolate Wheat', 'amount': {'value': 0.24, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.18, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 150, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Guacamole And Chips', 'Coriander Chicken Tostadas', 'Key Lime Pie']"
275,Sidewalk Shark,5.2,22.0,1008.0,1055.0,7.0,4.0,3.8,85.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 60, 'unit': 'celsius'}, 'duration': 80}], 'fermentation': {'temp': {'value': 20, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pilsner', 'amount': {'value': 3.627, 'unit': 'kilograms'}}, {'name': 'Torrified Wheat', 'amount': {'value': 0.567, 'unit': 'kilograms'}}, {'name': 'Acidulated Malt', 'amount': {'value': 0.283, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.136, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.136, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '60', 'attribute': 'Bittering'}, {'name': 'Mosaic', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Lemon Peel', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Coriander Seeds', 'amount': {'value': 1, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Grilled Halibut', 'Pickled Herrings', 'Moules Frites']"
276,Nine To Five Wizard,7.5,35.0,1012.0,1069.0,20.0,10.0,4.3,83.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 30}], 'fermentation': {'temp': {'value': 24, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 3.6, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 2.34, 'unit': 'kilograms'}}, {'name': 'Double Roasted Crystal', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 8, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Cascade', 'amount': {'value': 2, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 2, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Ariana', 'amount': {'value': 2, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Cascade', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Ariana', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 3638 - Bavarian Wheat™'}","['Grilled Portobello Mushroom Burger', 'Citrus Salad With Balsamic Dressing', 'Ginger And Orange Cookies']"
277,Prototype Blonde Ale,4.5,15.0,1009.0,1044.0,12.0,6.0,4.6,80.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 67, 'unit': 'celsius'}, 'duration': 60}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 3.3, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.3, 'unit': 'kilograms'}}, {'name': 'Carapils', 'amount': {'value': 0.24, 'unit': 'kilograms'}}], 'hops': [{'name': 'Perle', 'amount': {'value': 70, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Hallertauer Mittelfrüh', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}], 'yeast': 'WLP013 - London Ale'}","['Salmon Salad', 'Montery Jack Cheese', 'Mandarin Cake']"
278,AB:23,11.5,80.0,1020.0,1110.0,80.0,41.0,4.1,82.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 9.6, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.24, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.24, 'unit': 'kilograms'}}, {'name': 'Double Roasted Crystal', 'amount': {'value': 0.24, 'unit': 'kilograms'}}], 'hops': [{'name': 'Bramling Cross', 'amount': {'value': 60, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Bramling Cross', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}, {'name': 'Honey', 'amount': {'value': 400, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'American Oak Chips Medium Toast Soaked in Bourbon', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Wood Ageing', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Stilton and Walnut Welsh Rarebit.', 'Cherry Chocolate Cake With Chocolate Whipped Mousse', 'Simnel Cake']"
279,Slot Machine,5.2,50.0,1011.0,1051.0,50.0,25.0,4.3,78.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 30}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 3.42, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Medium Crystal', 'amount': {'value': 0.18, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Hallertauer Blanc', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Hallertauer Blanc', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Barbeque and Mustard Beef on Rye Bread', 'Gooseberry and Plum Compote', 'Mature Wensleydale']"
280,Make Earth Great Again,7.5,35.0,1004.0,1065.0,9.0,5.0,4.6,94.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 60}], 'fermentation': {'temp': {'value': 23, 'unit': 'celsius'}}, 'twist': '10kg of glacier water added to the mash.'}","{'malt': [{'name': 'Pilsner', 'amount': {'value': 3.72, 'unit': 'kilograms'}}, {'name': 'Dextrose', 'amount': {'value': 0.84, 'unit': 'kilograms'}}, {'name': 'White Wheat', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Torrified Wheat', 'amount': {'value': 0.24, 'unit': 'kilograms'}}], 'hops': [{'name': 'Amarillo', 'amount': {'value': 6, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bitter'}, {'name': 'Amarillo', 'amount': {'value': 4, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 6, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Cloudberries', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 3711 - French Saison™'}","['Oysters With a Chilli And Dill Sauce', 'Raspberry Souffle']"
281,Homicidal Puppet Help Desk,11.5,132.0,1020.0,1105.0,45.0,23.0,4.1,81.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 60}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 8.16, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 1.44, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 40, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Galena', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}, {'name': 'American Oak Chips Heavy Toast Soaked in Bourbon', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'Wood Ageing', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Stilton and Walnut Welsh Rarebit.', 'Cherry Chocolate Cake With Chocolate Whipped Mousse', 'Simnel Cake']"
282,Pina Colada Sidewalk,5.2,10.0,1008.0,1055.0,15.0,7.0,3.8,85.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 60, 'unit': 'celsius'}, 'duration': 60}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pilsner', 'amount': {'value': 3.627, 'unit': 'kilograms'}}, {'name': 'Torrified Wheat', 'amount': {'value': 0.567, 'unit': 'kilograms'}}, {'name': 'Acidulated Malt', 'amount': {'value': 0.287, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.136, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.287, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '60', 'attribute': 'Bittering'}, {'name': 'Mosaic', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Lemon Peel', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Coriander Seed', 'amount': {'value': 0.5, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Coconut Extract', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}, {'name': 'Pineapple Juice', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['White Chocolate and Pistachio Cheesecake', 'Baked Tilapia With Lemon and Cream Sauce', 'Vegan Mac and ‘Cheese’']"
283,AB:24,11.5,50.0,1019.0,1110.0,220.0,112.0,4.4,83.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 6.48, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 1.44, 'unit': 'kilograms'}}, {'name': 'Double Roasted Crystal', 'amount': {'value': 0.72, 'unit': 'kilograms'}}, {'name': 'Chocolate Wheat', 'amount': {'value': 0.72, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.72, 'unit': 'kilograms'}}, {'name': 'Medium Crystal', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Oat Husks', 'amount': {'value': 0.048, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 40, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bitering'}, {'name': 'Galena', 'amount': {'value': 12, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Muscovado Sugar', 'amount': {'value': 900, 'unit': 'grams'}, 'add': 'Kettle', 'attribute': 'Flavour'}, {'name': 'Ground Coffee', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Cold Brew Coffee', 'amount': {'value': 160, 'unit': 'ml'}, 'add': 'FV Addition', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['S’mores with smoked marshmallows', 'Braised rabbit stew', 'Espresso brownies with burnt sugar ice cream']"
284,Hello My Name Is Helga,8.2,70.0,1009.0,1070.0,15.0,8.0,4.4,87.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Roast pork chops', 'Beef in port stew', 'Cherry frangipane tart']"
285,Hello My Name Is Sari,8.2,70.0,1009.0,1070.0,15.0,8.0,4.4,87.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Blueberry Juice', 'amount': {'value': 800, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Steamed cod with ginger and spring onions', 'Blueberry muffins', 'Apple and blueberry pie']"
286,Hello My Name Is Aune,8.2,70.0,1009.0,1070.0,15.0,8.0,4.4,87.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Fresh Strawberries', 'amount': {'value': 2000, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Spinach and feta salad', 'Balsamic-glazed salmon', 'Basil granita']"
287,Hello My Name Is Marianne,8.2,70.0,1009.0,1070.0,15.0,8.0,4.4,87.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Blackcurrant Concentrate', 'amount': {'value': 1500, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Smoked venison stew', 'Sloe gin mixer', 'Black forest gateau']"
288,Hello My Name Is Agnetha,8.2,70.0,1009.0,1070.0,15.0,8.0,4.4,87.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Lingonberry Juice', 'amount': {'value': 500, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Pork meatballs', 'Game pie', 'Grilled goat’s cheese']"
289,Hello My Name Is Lieke,8.2,70.0,1009.0,1070.0,15.0,8.0,4.4,87.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Seville Orange Juice', 'amount': {'value': 200, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Peking duck', 'Pork and coriander stew', 'Almond pound cake']"
